commit,author,date,title,faultID,file
4a2b96f,Kumar Ashutosh,2018-01-15 02:11:32,FIX Solves integer overlow in mutual_info_score (#10414),10414,sklearn/metrics/cluster/supervised.py
4a2b96f,Kumar Ashutosh,2018-01-15 02:11:32,FIX Solves integer overlow in mutual_info_score (#10414),10414,sklearn/metrics/cluster/tests/test_supervised.py
ac11e4b,Jiongyan Zhang,2018-01-14 18:03:33,DOC what's new for #10412 (#10469),10412
66bf809,Barry Hart,2018-01-14 04:55:28,MAINT Use install_requires for numpy and scipy (#10402),10402,setup.py
74b69df,Jiongyan Zhang,2018-01-13 21:17:13,[MRG+2] Fix SVC predict_proba fails with new-style kernel strings (#10412),10412,sklearn/svm/base.py
74b69df,Jiongyan Zhang,2018-01-13 21:17:13,[MRG+2] Fix SVC predict_proba fails with new-style kernel strings (#10412),10412,sklearn/svm/tests/test_svm.py
2e85c86,Hanmin Qin,2018-01-12 05:27:38,MAINT Update copyright year 2018 (#10456),10456,doc/conf.py
b94876a,Joel Nothman,2018-01-11 21:55:19,[MRG+1] ENH Polynomial features for sparse data (#10452),10452,sklearn/preprocessing/data.py
b94876a,Joel Nothman,2018-01-11 21:55:19,[MRG+1] ENH Polynomial features for sparse data (#10452),10452,sklearn/preprocessing/tests/test_data.py
3e5469e,Joel Nothman,2018-01-11 12:27:38,DOC Add permalink icons to glossary terms (#10429),10429,doc/conf.py
4a9034a,Jonathan Ohayon,2018-01-11 01:25:27,[MRG+1] TST check estimators for invariance of predict/transform with mini-batches and full set (#10428),10428,sklearn/utils/estimator_checks.py
4a9034a,Jonathan Ohayon,2018-01-11 01:25:27,[MRG+1] TST check estimators for invariance of predict/transform with mini-batches and full set (#10428),10428,sklearn/utils/tests/test_estimator_checks.py
92c9095,Mayur Kulkarni,2018-01-11 05:50:05,[MRG+1] FIX Improve message and exception of cross-validation FitFailedWarning (#10382),10382,sklearn/exceptions.py
92c9095,Mayur Kulkarni,2018-01-11 05:50:05,[MRG+1] FIX Improve message and exception of cross-validation FitFailedWarning (#10382),10382,sklearn/model_selection/_validation.py
92c9095,Mayur Kulkarni,2018-01-11 05:50:05,[MRG+1] FIX Improve message and exception of cross-validation FitFailedWarning (#10382),10382,sklearn/model_selection/tests/test_validation.py
60b0cf8,Gaurav Dhingra,2018-01-11 05:47:57,[MRG+1] FIX precision/recall/f1-score for truncated range(n_labels) (#10377),10377,sklearn/metrics/classification.py
