<<__future__>> <<18:731-741>> <<module>> <<VARIABLE>> <<ANCHOR>>
<<__metaclass__>> <<19:794-807>> <<function>> <<SCOPE>> <<ANCHOR>>
<<display>> <<41:1519-1526>> <<?>> <<SCOPE>> <<ANCHOR>>
<<AdHocCLI>> <<46:1610-1618>> <<type>> <<CLASS>> <<ANCHOR>>
<<parse>> <<49:1679-1684>> <<function>> <<METHOD>> <<ANCHOR>>
<<_play_ds>> <<83:2892-2900>> <<function>> <<METHOD>> <<ANCHOR>>
<<run>> <<91:3217-3220>> <<function>> <<METHOD>> <<ANCHOR>>
<<self>> <<91:3221-3225>> <<AdHocCLI>> <<PARAMETER>> <<ANCHOR>>
<<pattern>> <<97:3377-3384>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<sshpass>> <<103:3561-3568>> <<None>> <<VARIABLE>> <<ANCHOR>>
<<becomepass>> <<104:3588-3598>> <<None>> <<VARIABLE>> <<ANCHOR>>
<<vault_pass>> <<105:3615-3625>> <<None>> <<VARIABLE>> <<ANCHOR>>
<<sshpass>> <<108:3686-3693>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<becomepass>> <<108:3695-3705>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<passwords>> <<109:3739-3748>> <<dict>> <<VARIABLE>> <<ANCHOR>>
<<loader>> <<111:3814-3820>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<vault_pass>> <<115:3940-3950>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<vault_pass>> <<118:4138-4148>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<variable_manager>> <<121:4243-4259>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<inventory>> <<124:4383-4392>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<hosts>> <<127:4551-4556>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<no_hosts>> <<128:4598-4606>> <<bool>> <<VARIABLE>> <<ANCHOR>>
<<no_hosts>> <<131:4747-4755>> <<bool>> <<VARIABLE>> <<ANCHOR>>
<<host>> <<141:5152-5156>> <<?>> <<SCOPE>> <<ANCHOR>>
<<err>> <<146:5350-5353>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<err>> <<148:5476-5479>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<name>> <<152:5658-5662>> <<?>> <<SCOPE>> <<ANCHOR>>
<<obj>> <<152:5664-5667>> <<?>> <<SCOPE>> <<ANCHOR>>
<<plugin_path>> <<154:5742-5753>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<self>> <<83:2901-2905>> <<AdHocCLI>> <<PARAMETER>> <<ANCHOR>>
<<pattern>> <<83:2907-2914>> <<?>> <<PARAMETER>> <<ANCHOR>>
<<async>> <<83:2916-2921>> <<?>> <<PARAMETER>> <<ANCHOR>>
<<poll>> <<83:2923-2927>> <<?>> <<PARAMETER>> <<ANCHOR>>
<<play_ds>> <<158:5897-5904>> <<dict>> <<VARIABLE>> <<ANCHOR>>
<<play>> <<159:5989-5993>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<cb>> <<162:6110-6112>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<cb>> <<164:6179-6181>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<cb>> <<166:6222-6224>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<run_tree>> <<168:6248-6256>> <<bool>> <<VARIABLE>> <<ANCHOR>>
<<run_tree>> <<172:6408-6416>> <<bool>> <<VARIABLE>> <<ANCHOR>>
