commit,author,date,title,faultID,file
5adb7d1,Nikolai Aleksandrovich Pavlov,2017-09-02 22:39:28,Fix data type in branch segment documentation,1827,powerline/segments/common/vcs.py
6b3c71b,Nikolai Aleksandrovich Pavlov,2017-08-22 10:30:49,Do not use negative indexes,1821
234091c,Foo,2017-07-01 02:57:53,Specify argparse dependency,1791,setup.py
4dc590b,Nikolai Aleksandrovich Pavlov,2017-06-03 23:15:48,Merge pull request #1785 from martingabelmann/fix-1784,1784
7189f35,Martin Gabelmann,2017-06-03 21:25:44,"add awesome4+ support, fixes #1784",1784
3c49ed1,Foo,2017-06-02 21:12:05,Check that bash has (no) $PIPESTATUS support before using it,1782
d9f12a4,s-ol,2017-03-07 22:36:51,assume latest tmux version if -V returns 'master',1727,powerline/bindings/tmux/__init__.py
0299dd1,fogine,2017-03-11 09:21:40,fix incorrect segment type `segments_list` - should be `segment_list`,1738
64c9761,Nikolai Aleksandrovich Pavlov,2017-02-14 11:00:40,Merge pull request #1722 from incertia/vim-completion,1719
e2e0d73,Will Song,2017-02-13 17:57:22,"Add default colors and mode text for vim completion modes `ic`, `ix`, `Rc`, and `Rx`.",1719
09821d9,Foo,2017-02-06 16:46:21,Add support for new Vim modes,1715,powerline/segments/vim/__init__.py
1965918,Foo,2017-02-06 16:32:45,Add support for unknown modes in Vim,1715,powerline/segments/vim/__init__.py
1965918,Foo,2017-02-06 16:32:45,Add support for unknown modes in Vim,1715,tests/test_segments.py
5b9487e,Foo,2017-02-05 13:43:05,Make it work with ipython-5.2.2,1709,powerline/bindings/ipython/since_5.py
b7d030a,Foo,2017-01-06 09:04:50,Merge commit '21ea62d' into HEAD,1702
51fabca,YangBy,2016-12-01 12:58:30,Fix filenames for linux power supply class in battery segment.,1605,powerline/segments/common/bat.py
3739526,Foo,2016-10-29 15:37:01,Provide another default theme with less troublesome characters,1652,powerline/__init__.py
be762da,Foo,2016-09-17 18:24:47,Provide explicit scope information in powerline.zsh,1647
4b8798f,Foo,2016-08-17 22:27:37,Use $TMUX_PANE if it is defined,1637
70246c3,Foo,2016-08-17 22:27:37,Use $TMUX_PANE if it is defined,1637
ed69b98,Elliott Sales de Andrade,2016-07-06 19:20:31,Fix trailing whitespace segment on Python 3.,1613,powerline/segments/vim/__init__.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/bindings/ipython/post_0_11.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/bindings/ipython/pre_0_11.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/ipython.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/renderer.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/renderers/ipython/__init__.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/renderers/ipython/pre_5.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/renderers/ipython/since_5.py
2954c83,Foo,2016-07-08 20:24:38,Add support for IPython-5,1617,powerline/renderers/shell/__init__.py
2a4e818,Foo,2016-05-15 13:53:22,Merge branch 'pr-1598' into develop,1596
41a50fe,Phil Thomas,2016-05-12 10:00:40,Use different query to retrieve weather,1571,powerline/segments/common/wthr.py
41a50fe,Phil Thomas,2016-05-12 10:00:40,Use different query to retrieve weather,1571,tests/lib/__init__.py
41a50fe,Phil Thomas,2016-05-12 10:00:40,Use different query to retrieve weather,1571,tests/test_segments.py
d115012,Nikolai Aleksandrovich Pavlov,2016-04-30 22:48:30,Merge pull request #1585 from ZyX-I/fix-tmux-2.1,1583
dc14421,Foo,2016-03-27 03:22:05,Use proper dictionary for getting “elapsed” value in mpd bindings,1550,powerline/segments/common/players.py
2f1893a,FocusedWolf,2016-03-24 04:52:45,Fix LC_MESSAGES AttributeError,1555,powerline/lib/encoding.py
e9b70b9,Foo,2016-03-19 23:07:01,Make Popen.communicate receive only bytes,1547,powerline/lib/shell.py
e9b70b9,Foo,2016-03-19 23:07:01,Make Popen.communicate receive only bytes,1547,tests/lib/__init__.py
e9b70b9,Foo,2016-03-19 23:07:01,Make Popen.communicate receive only bytes,1547,tests/test_lib.py
00212fa,Daniel Hahler,2016-03-06 19:50:57,docs/source/usage/other.rst: fix typo in note,1540
73dcc78,Nikolai Aleksandrovich Pavlov,2016-02-10 23:10:02,Update command used to install macvim with brew,1526
3dd71c6,mr.Shu,2016-02-07 15:48:00,fix: Make dbus battery status consistent,1499,powerline/segments/common/bat.py
1e0228a,Mook,2015-11-28 12:07:01,[Battery - Linux] Look at battery status instead of AC online-ness,1498,powerline/segments/common/bat.py
4265da2,Mook,2015-11-28 11:28:51,[Players - mpd] Use Unicode where available,1500,powerline/segments/common/players.py
6efabc1,John Drouhard,2015-11-14 12:38:07,Fix performance issue with tabline and showtabline=2,1281,powerline/listers/vim.py
4e7f399,Nikolai Aleksandrovich Pavlov,2015-11-08 18:10:28,Merge pull request #1486 from michelesr/develop,1483
2063411,Michele Sorcinelli,2015-11-08 12:40:43,Fix #1483 -- [Battery - Linux] Fix AC status fetch,1483,powerline/segments/common/bat.py
c4b4097,Foo,2015-10-19 21:56:46,Transform pane_id to unicode before using,1470,powerline/commands/main.py
c4b4097,Foo,2015-10-19 21:56:46,Transform pane_id to unicode before using,1470,powerline/renderers/tmux.py
69d3bdf,Nikolai Aleksandrovich Pavlov,2015-10-06 00:27:08,Fix typo (missing letter) in installation/osx.rst,1463
783b0f7,Nikolai Aleksandrovich Pavlov,2015-09-29 13:50:40,Do not state that patched font does not work for rxvt-unicode,1455
b8e09b3,Foo,2015-08-30 13:21:01,Fix support for passworded connections in mpd+python-mpd* player seg,1437,powerline/segments/common/players.py
a272c6a,Foo,2015-08-30 01:21:49,Use net_io_counters by default also in _get_interfaces,1435,powerline/segments/common/net.py
9b71beb,Foo,2015-07-19 14:40:39,Workaround tmux bug: additional space in display -p '#D' output,1412,powerline/renderers/tmux.py
18f3d18,Nikolai Aleksandrovich Pavlov,2015-07-19 14:24:02,Merge pull request #1414 from Siosm/develop,1388
9ce7fa3,Timothée Ravier,2015-07-19 11:05:15,docs: fix manpage generation with python3,1388,docs/source/powerline_automan.py
248c2f8,Foo,2015-06-15 01:28:30,Use psutil.boot_time() function if appropriate,1391,powerline/segments/common/sys.py
fe3b3b1,Foo,2015-05-23 15:12:43,Automatically truncate tmux status line when needed,1328,powerline/renderers/tmux.py
acb7c27,Foo,2015-05-17 11:35:27,Use different highlight group for network_load divider,1368,powerline/segments/common/net.py
acb7c27,Foo,2015-05-17 11:35:27,Use different highlight group for network_load divider,1368,tests/test_segments.py
802d806,Foo,2015-05-10 22:30:01,Merge branch 'fix-cmdline' into develop,1357
cf76231,Foo,2015-05-10 17:44:38,Make `side` argument non-optional,1294,powerline/commands/main.py
d8373dd,Foo,2015-05-10 17:29:57,Add missing tmux colors to solarized colorscheme,1214
bd9359c,Foo,2015-05-09 00:57:21,Use direct execution by default,1354,powerline/bindings/config.py
bd9359c,Foo,2015-05-09 00:57:21,Use direct execution by default,1354,powerline/bindings/tmux/__init__.py
