file,method,params,startlineno,endlineno
fabfile\__init__.py,test,args=None,12,24
fabric\auth.py,get_password,"user, host, port",6,10
fabric\auth.py,set_password,"user, host, port, password",13,17
fabric\colors.py,_wrap_with,code,28,35
fabric\colors.py,inner,"text, bold=False",30,34
fabric\context_managers.py,_set_output,"groups, which",50,64
fabric\context_managers.py,documented_contextmanager,func,67,70
fabric\context_managers.py,show,*groups,73,94
fabric\context_managers.py,hide,*groups,97,114
fabric\context_managers.py,_setenv,variables,117,157
fabric\context_managers.py,settings,"*args, **kwargs",160,243
fabric\context_managers.py,cd,path,246,306
fabric\context_managers.py,lcd,path,309,327
fabric\context_managers.py,_change_cwd,"which, path",330,336
fabric\context_managers.py,path,"path, behavior='append'",339,367
fabric\context_managers.py,prefix,command,370,422
fabric\context_managers.py,char_buffered,pipe,425,440
fabric\context_managers.py,shell_env,**kw,443,465
fabric\context_managers.py,_forwarder,"chan, sock",468,483
fabric\context_managers.py,remote_tunnel,"remote_port, local_port=None, local_host='localhost', remote_bind_address='127.0.0.1'",486,565
fabric\context_managers.py,accept,"channel, (src_addr, src_port), (dest_addr, dest_port)",535,552
fabric\decorators.py,task,"*args, **kwargs",15,41
fabric\decorators.py,wrapper,func,38,39
fabric\decorators.py,_wrap_as_new,"original, new",43,46
fabric\decorators.py,_list_annotating_decorator,"attribute, *values",49,63
fabric\decorators.py,attach_list,func,50,62
fabric\decorators.py,inner_decorator,"*args, **kwargs",51,53
fabric\decorators.py,hosts,*host_list,66,89
fabric\decorators.py,roles,*role_list,92,119
fabric\decorators.py,runs_once,func,122,143
fabric\decorators.py,decorated,"*args, **kwargs",136,140
fabric\decorators.py,serial,func,146,159
fabric\decorators.py,parallel,pool_size=None,162,191
fabric\decorators.py,real_decorator,func,174,185
fabric\decorators.py,inner,"*args, **kwargs",175,181
fabric\decorators.py,with_settings,"*arg_settings, **kw_settings",194,218
fabric\decorators.py,outer,func,212,217
fabric\decorators.py,inner,"*args, **kwargs",213,216
fabric\docs.py,unwrap_tasks,"module, hide_nontasks=False",4,57
fabric\exceptions.py,__init__,"self, message=None, wrapped=None",13,15
fabric\exceptions.py,__str__,self,17,18
fabric\exceptions.py,__repr__,self,20,22
fabric\exceptions.py,__init__,"self, timeout",27,32
fabric\io.py,_endswith,"char_list, substring",21,24
fabric\io.py,_has_newline,bytelist,27,28
fabric\io.py,output_loop,"*args, **kwargs",31,32
fabric\io.py,__init__,"self, chan, attr, stream, capture, timeout",36,50
fabric\io.py,_flush,"self, text",52,59
fabric\io.py,loop,self,61,172
fabric\io.py,prompt,self,174,207
fabric\io.py,try_again,self,209,213
fabric\io.py,_get_prompt_response,self,215,223
fabric\io.py,input_loop,"chan, using_pty",226,243
fabric\job_queue.py,__init__,"self, max_running, comms_queue",36,48
fabric\job_queue.py,_all_alive,self,50,58
fabric\job_queue.py,__len__,self,60,64
fabric\job_queue.py,close,self,66,74
fabric\job_queue.py,append,"self, process",76,91
fabric\job_queue.py,run,self,93,182
fabric\job_queue.py,_advance_the_queue,,108,123
fabric\job_queue.py,_fill_results,"self, results",184,194
fabric\job_queue.py,try_using,parallel_type,199,232
fabric\job_queue.py,print_number,number,205,209
fabric\main.py,__init__,self,43,44
fabric\main.py,__contains__,"self, value",46,47
fabric\main.py,add,"self, value",49,50
fabric\main.py,clear,self,52,53
fabric\main.py,load_settings,path,58,70
fabric\main.py,_is_package,path,73,79
fabric\main.py,find_fabfile,names=None,83,114
fabric\main.py,is_classic_task,tup,118,132
