file,method,params,startLineno,endLineno,affectedLineno,affectedOffsets,affectedVar,affectedTypes
beets\library.py,set_art,"self, path, copy=True",1061,1090,1088,37689-37696,artpath,"str,tuple"
beets\library.py,move_art,"self, copy=False, link=False",956,983,978,33957-33964,artpath,"str,tuple"
beets\library.py,__init__,"self, field, pattern, fast=True, case_sensitive=None",55,78,69,2414-2428,case_sensitive,"None,bool,int"
beets\library.py,__init__,"self, field, pattern, fast=True, case_sensitive=None",55,78,72,2518-2532,case_sensitive,"None,bool,int"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,658,22641-22645,dest,"None,str,tuple"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,660,22755-22759,dest,"None,str,tuple"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,662,22815-22819,dest,"None,str,tuple"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,664,22929-22933,dest,"None,str,tuple"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,667,23064-23068,dest,"None,str,tuple"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,668,23104-23108,dest,"None,str,tuple"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,670,23217-23221,dest,"None,str,tuple"
beets\library.py,move_file,"self, dest, copy=False, link=False",650,673,673,23320-23324,dest,"None,str,tuple"
beets\library.py,set_art,"self, path, copy=True",1061,1090,1085,37613-37620,artdest,"str,tuple"
beets\library.py,set_art,"self, path, copy=True",1061,1090,1087,37666-37673,artdest,"str,tuple"
beets\library.py,set_art,"self, path, copy=True",1061,1090,1088,37699-37706,artdest,"str,tuple"
beets\library.py,tmpl_aunique,"self, keys=None, disam=None",1392,1455,1424,48964-48967,key,"str,list"
beets\library.py,tmpl_aunique,"self, keys=None, disam=None",1392,1455,1425,49022-49025,key,"str,list"
beets\library.py,tmpl_aunique,"self, keys=None, disam=None",1392,1455,1437,49510-49523,disambiguator,"str,list"
beets\library.py,tmpl_aunique,"self, keys=None, disam=None",1392,1455,1452,50101-50114,disambiguator,"str,list"
beets\library.py,move_art,"self, copy=False, link=False",956,983,971,33757-33764,new_art,"str,tuple"
beets\library.py,move_art,"self, copy=False, link=False",956,983,973,33817-33824,new_art,"str,tuple"
beets\library.py,move_art,"self, copy=False, link=False",956,983,975,33878-33885,new_art,"str,tuple"
beets\library.py,move_art,"self, copy=False, link=False",956,983,977,33934-33941,new_art,"str,tuple"
beets\library.py,move_art,"self, copy=False, link=False",956,983,978,33967-33974,new_art,"str,tuple"
beets\library.py,set_art,"self, path, copy=True",1061,1090,1069,37142-37149,artpath,"str,tuple,?"
beets\library.py,set_art,"self, path, copy=True",1061,1090,1077,37391-37398,artpath,"str,tuple,?"
beets\mediafile.py,_get_date_tuple,"self, mediafile",1181,1211,1198,41526-41531,items,"list,list,list,int"
beets\mediafile.py,_get_date_tuple,"self, mediafile",1181,1211,1201,41625-41630,items,"list,list,list,int"
beets\mediafile.py,_get_date_tuple,"self, mediafile",1181,1211,1202,41681-41686,items,"list,list,list,int"
beets\mediafile.py,_get_date_tuple,"self, mediafile",1181,1211,1206,41833-41838,items,"list,list,list,int"
beets\mediafile.py,__set__,"self, mediafile, value",1087,1091,1091,37612-37617,value,"float,str,bool,int,?"
beets\mediafile.py,set,"self, mutagen_file, value",613,618,617,20761-20766,items,"list,list,int"
beets\mediafile.py,set,"self, mutagen_file, value",613,618,618,20826-20831,items,"list,list,int"
beets\mediafile.py,store,"self, mutagen_file, value",457,460,460,15450-15455,value,"list,list,int"
beets\mediafile.py,set,"self, mutagen_file, value",810,817,812,27342-27347,items,"list,list,int"
beets\mediafile.py,set,"self, mutagen_file, value",810,817,813,27383-27388,items,"list,list,int"
beets\mediafile.py,set,"self, mutagen_file, value",810,817,814,27414-27419,items,"list,list,int"
beets\mediafile.py,set,"self, mutagen_file, value",810,817,815,27440-27445,items,"list,list,int"
beets\mediafile.py,set,"self, mutagen_file, value",810,817,816,27471-27476,items,"list,list,int"
beets\mediafile.py,set,"self, mutagen_file, value",810,817,817,27566-27571,items,"list,list,int"
beets\plugins.py,__init__,"self, name=None",73,89,76,2453-2457,name,"str,list,DummyPlugin"
beets\plugins.py,load_plugins,names=(),244,272,255,9214-9221,modname,"str,tuple"
beets\plugins.py,__init__,"self, name=None",73,89,77,2555-2559,name,"str,list,DummyPlugin"
beets\plugins.py,__init__,"self, name=None",73,89,86,2876-2880,name,"str,list,DummyPlugin"
beets\plugins.py,__init__,"self, plugin",53,54,54,1668-1672,name,"str,list,DummyPlugin"
beets\plugins.py,candidates,"items, artist, album, va_likely",352,358,357,12381-12390,va_likely,"bool,int"
beets\autotag\hooks.py,string_dist,"str1, str2",218,273,242,9752-9756,str1,"str,tuple"
beets\autotag\hooks.py,string_dist,"str1, str2",218,273,243,9792-9796,str2,"str,tuple"
beets\autotag\hooks.py,album_candidates,"items, artist, album, va_likely",556,586,573,20951-20960,va_likely,"bool,int"
beets\autotag\hooks.py,album_candidates,"items, artist, album, va_likely",556,586,580,21215-21224,va_likely,"bool,int"
beets\autotag\match.py,tag_album,"items, search_artist=None, search_album=None, search_id=None",372,443,430,16233-16242,va_likely,"bool,int"
beets\autotag\match.py,tag_album,"items, search_artist=None, search_album=None, search_id=None",372,443,434,16426-16435,va_likely,"bool,int"
beets\autotag\mb.py,album_info,release,205,314,266,9174-9189,releasegroup_id,"str,list"
beets\autotag\mb.py,_flatten_artist_credit,credit,103,145,111,3744-3750,credit,"str,list,list,dict"
beets\autotag\mb.py,album_url,albumid,65,66,66,2259-2266,albumid,"str,list,list,dict"
beets\autotag\mb.py,album_info,release,205,314,281,9834-9841,reltype,"str,list"
beets\autotag\mb.py,album_info,release,205,314,282,9873-9880,reltype,"str,list"
beets\autotag\mb.py,album_info,release,205,314,296,10385-10395,label_info,"str,dict"
beets\autotag\mb.py,album_info,release,205,314,297,10431-10441,label_info,"str,dict"
beets\autotag\mb.py,album_info,release,205,314,300,10561-10571,label_info,"str,dict"
beets\autotag\mb.py,album_info,release,205,314,305,10742-10745,rep,"str,list,list,dict"
beets\autotag\mb.py,album_info,release,205,314,306,10785-10788,rep,"str,list,list,dict"
beets\autotag\mb.py,album_info,release,205,314,311,10934-10946,first_medium,"str,dict"
beets\dbcore\query.py,_convert,"self, s",271,286,278,9516-9517,s,"str,list"
beets\dbcore\query.py,_convert,"self, s",271,286,284,9661-9662,s,"str,list"
beets\dbcore\query.py,_convert,"self, s",271,286,281,9582-9583,s,"str,list"
beets\dbcore\types.py,format,"self, value",55,67,64,2136-2141,value,"str,function,?"
beets\dbcore\types.py,format,"self, value",55,67,65,2172-2177,value,"str,function,?"
beets\dbcore\types.py,format,"self, value",55,67,67,2229-2234,value,"str,function,?"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,359,12482-12486,line,"str,tuple,tuple"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,366,12833-12837,line,"str,tuple,tuple"
beets\ui\commands.py,show_stats,"lib, query, exact",1222,1262,1247,45644-45652,size_str,"str,tuple"
beets\ui\commands.py,remove_items,"lib, query, album, delete",1172,1201,1195,44256-44262,prompt,"str,tuple"
beets\ui\commands.py,modify_parse_args,args,1365,1381,1378,49468-49471,val,"str,list"
beets\ui\commands.py,modify_parse_args,args,1365,1381,1378,49461-49464,key,"str,list"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,204,6429-6446,album_description,"str,tuple"
beets\ui\commands.py,dist_string,dist,162,173,168,5171-5174,out,"str,int"
beets\ui\commands.py,dist_string,dist,162,173,170,5287-5290,out,"str,int"
beets\ui\commands.py,dist_string,dist,162,173,172,5344-5347,out,"str,int"
beets\ui\commands.py,dist_string,dist,162,173,173,5361-5364,out,"str,int"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,288,9574-9577,lhs,"None,str,tuple,tuple"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,289,9610-9613,lhs,"None,str,tuple,tuple"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,322,11062-11072,cur_length,"str,tuple"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,323,11107-11117,new_length,"str,tuple"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,324,11149-11159,cur_length,"str,tuple"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,360,12586-12590,line,"str,tuple,tuple"
beets\ui\commands.py,show_change,"cur_artist, cur_album, match",192,367,367,12931-12935,line,"str,tuple,tuple"
beets\ui\commands.py,show_stats,"lib, query, exact",1222,1262,1259,46006-46014,size_str,"str,tuple"
beets\ui\commands.py,resolve_duplicate,"self, task, found_duplicates",802,841,831,30980-30983,sel,"str,int"
beets\ui\commands.py,resolve_duplicate,"self, task, found_duplicates",802,841,834,31082-31085,sel,"str,int"
beets\ui\commands.py,resolve_duplicate,"self, task, found_duplicates",802,841,837,31189-31192,sel,"str,int"
beets\ui\__init__.py,_colorize,"color, text",459,470,470,14941-14947,escape,"str,int"
beets\ui\__init__.py,input_yn,"prompt, require=False",360,367,365,12051-12057,prompt,"str,tuple"
beets\ui\__init__.py,input_options,"options, require=False, prompt=None, fallback_prompt=None, numrange=None, default=None, max_width='72'",200,357,280,9213-9219,prompt,"str,tuple"
beets\ui\__init__.py,input_options,"options, require=False, prompt=None, fallback_prompt=None, numrange=None, default=None, max_width='72'",200,357,329,11045-11051,prompt,"str,tuple"
beets\ui\__init__.py,input_,prompt=None,180,197,189,5805-5811,prompt,"str,tuple"
beets\ui\__init__.py,input_,prompt=None,180,197,190,5829-5835,prompt,"str,tuple"
beets\ui\__init__.py,term_width,,583,603,600,19329-19332,buf,"str,int"
beets\ui\__init__.py,format_help,"self, formatter=None",911,960,950,32401-32405,name,"str,tuple,tuple"
beets\util\__init__.py,unique_path,path,475,494,493,16833-16841,new_path,"str,tuple"
beets\util\__init__.py,unique_path,path,475,494,494,16864-16872,new_path,"str,tuple"
beets\util\__init__.py,copy,"path, dest, replace=False",407,423,413,13997-14001,dest,"None,str,tuple"
beets\util\__init__.py,copy,"path, dest, replace=False",407,423,416,14066-14070,dest,"None,str,tuple"
beets\util\__init__.py,copy,"path, dest, replace=False",407,423,417,14111-14115,dest,"None,str,list,tuple"
beets\util\__init__.py,copy,"path, dest, replace=False",407,423,420,14227-14231,dest,"None,str,list,tuple"
beets\util\__init__.py,link,"path, dest, replace=False",455,472,459,15727-15731,dest,"None,str,tuple"
beets\util\__init__.py,link,"path, dest, replace=False",455,472,463,15799-15803,dest,"None,str,tuple"
beets\util\__init__.py,link,"path, dest, replace=False",455,472,464,15828-15832,dest,"None,str,list,tuple"
beets\util\__init__.py,link,"path, dest, replace=False",455,472,468,16012-16016,dest,"None,str,list,tuple"
beets\util\__init__.py,move,"path, dest, replace=False",426,452,434,14845-14849,dest,"None,str,tuple"
beets\util\__init__.py,move,"path, dest, replace=False",426,452,437,14914-14918,dest,"None,str,tuple"
beets\util\__init__.py,move,"path, dest, replace=False",426,452,438,14943-14947,dest,"None,str,list,tuple"
beets\util\__init__.py,move,"path, dest, replace=False",426,452,448,15293-15297,dest,"None,str,list,tuple"
beets\util\__init__.py,move,"path, dest, replace=False",426,452,444,15165-15169,dest,"None,str,list,tuple"
beetsplug\discogs.py,candidates,"self, items, artist, album, va_likely",135,157,149,5494-5499,query,"str,tuple,?"
beetsplug\discogs.py,candidates,"self, items, artist, album, va_likely",135,157,147,5385-5390,query,"str,tuple,?"
beetsplug\echonest.py,convert,"self, source",288,314,302,10387-10390,arg,"str,list"
beetsplug\echonest.py,truncate,"self, source",316,339,327,11263-11266,arg,"str,list"
beetsplug\embyupdate.py,api_url,"host, port, endpoint",22,32,26,721-727,joined,"str,tuple"
beetsplug\lyrics.py,is_lyrics,"self, text, artist=None",434,461,456,14483-14497,badTriggersOcc,"list,list,list,int"
beetsplug\lyrics.py,is_lyrics,"self, text, artist=None",434,461,459,14625-14639,badTriggersOcc,"list,list,list,int"
beetsplug\lyrics.py,is_lyrics,"self, text, artist=None",434,461,460,14701-14715,badTriggersOcc,"list,list,list,int"
beetsplug\lyrics.py,is_lyrics,"self, text, artist=None",434,461,461,14737-14751,badTriggersOcc,"list,list,list,int"
beetsplug\lyrics.py,fetch,"self, artist, title",320,327,322,10171-10174,url,"str,tuple"
beetsplug\lyrics.py,fetch,"self, artist, title",344,359,346,10910-10913,url,"str,tuple"
beetsplug\lyrics.py,search_genius,"self, artist, title",235,256,238,7544-7549,query,"str,tuple"
beetsplug\lyrics.py,fetch,"self, artist, title",508,536,512,16977-16982,query,"str,tuple"
beetsplug\lyrics.py,fetch,"self, artist, title",508,536,514,17033-17036,url,"str,tuple"
beetsplug\lyrics.py,fetch,"self, artist, title",218,225,220,6841-6844,url,"str,tuple"
beetsplug\mpdupdate.py,readline,self,48,58,55,1982-1985,buf,"str,list"
beetsplug\mpdupdate.py,readline,self,48,58,56,2036-2039,res,"str,list"
beetsplug\mpdupdate.py,update_mpd,"self, host=u'localhost', port='6600', password=None",95,129,109,3694-3698,resp,"None,str,list"
beetsplug\mpdupdate.py,update_mpd,"self, host=u'localhost', port='6600', password=None",95,129,110,3764-3768,resp,"None,str,list"
beetsplug\mpdupdate.py,update_mpd,"self, host=u'localhost', port='6600', password=None",95,129,116,3925-3929,resp,"None,str,list"
beetsplug\mpdupdate.py,update_mpd,"self, host=u'localhost', port='6600', password=None",95,129,117,3999-4003,resp,"None,str,list"
beetsplug\mpdupdate.py,update_mpd,"self, host=u'localhost', port='6600', password=None",95,129,124,4183-4187,resp,"None,str,list"
beetsplug\mpdupdate.py,update_mpd,"self, host=u'localhost', port='6600', password=None",95,129,125,4245-4249,resp,"None,str,list"
beetsplug\plexupdate.py,get_music_section,"host, port, token, library_name",23,36,30,905-908,url,"str,tuple"
beetsplug\plexupdate.py,update_plex,"host, port, token, library_name",39,50,49,1643-1646,url,"str,tuple"
beetsplug\thumbnails.py,__init__,self,243,255,245,8921-8927,libgio,"CDLL,bool"
beetsplug\thumbnails.py,__init__,self,243,255,247,8975-8981,libgio,"CDLL,bool"
beetsplug\thumbnails.py,__init__,self,243,255,249,9035-9041,libgio,"CDLL,bool"
beetsplug\thumbnails.py,__init__,self,243,255,250,9104-9110,libgio,"CDLL,bool"
beetsplug\thumbnails.py,__init__,self,243,255,252,9177-9183,libgio,"CDLL,bool"
beetsplug\thumbnails.py,__init__,self,243,255,253,9246-9252,libgio,"CDLL,bool"
beetsplug\thumbnails.py,__init__,self,243,255,255,9328-9334,libgio,"CDLL,bool"
beetsplug\bpd\__init__.py,_resolve_path,"self, path",817,839,825,27489-27498,component,"str,list"
beetsplug\bpd\__init__.py,_resolve_path,"self, path",817,839,832,27693-27702,component,"str,list"
beetsplug\bpd\__init__.py,_resolve_path,"self, path",817,839,833,27753-27762,component,"str,list"
beetsplug\bpd\__init__.py,_resolve_path,"self, path",817,839,834,27782-27791,component,"str,list"
