file,method,params,startlineno,endlineno
setup.py,run,self,74,81
setup.py,build_extension,"self, ext",85,94
demos\appengine\blog.py,administrator,method,40,56
demos\appengine\blog.py,wrapper,"self, *args, **kwargs",42,55
demos\appengine\blog.py,get_current_user,self,61,64
demos\appengine\blog.py,get_login_url,self,66,67
demos\appengine\blog.py,get_template_namespace,self,69,73
demos\appengine\blog.py,get,self,77,83
demos\appengine\blog.py,get,"self, slug",87,90
demos\appengine\blog.py,get,self,94,96
demos\appengine\blog.py,get,self,100,103
demos\appengine\blog.py,get,self,107,111
demos\appengine\blog.py,post,self,113,142
demos\appengine\blog.py,render,"self, entry",146,147
demos\benchmark\benchmark.py,get,self,50,51
demos\benchmark\benchmark.py,_log,self,53,54
demos\benchmark\benchmark.py,handle_sigchld,"sig, frame",56,57
demos\benchmark\benchmark.py,main,,59,64
demos\benchmark\benchmark.py,run,,66,84
demos\benchmark\chunk_benchmark.py,get,self,18,22
demos\benchmark\chunk_benchmark.py,main,,25,46
demos\benchmark\chunk_benchmark.py,callback,response,30,34
demos\benchmark\gen_benchmark.py,e2,callback,19,21
demos\benchmark\gen_benchmark.py,e1,,23,26
demos\benchmark\gen_benchmark.py,c2,,28,30
demos\benchmark\gen_benchmark.py,c1,,32,35
demos\benchmark\gen_benchmark.py,main,,37,44
demos\benchmark\stack_context_benchmark.py,enter_exit,"self, count",12,19
demos\benchmark\stack_context_benchmark.py,call_wrapped,"self, count",21,31
demos\benchmark\stack_context_benchmark.py,call_wrapped_inner,"self, queue, count",33,38
demos\benchmark\stack_context_benchmark.py,make_context,self,41,42
demos\benchmark\stack_context_benchmark.py,__context,self,44,46
demos\benchmark\stack_context_benchmark.py,make_context,self,49,50
demos\benchmark\stack_context_benchmark.py,__handle_exception,"self, typ, value, tb",52,53
demos\benchmark\stack_context_benchmark.py,main,,55,72
demos\benchmark\template_benchmark.py,render,,54,55
demos\benchmark\template_benchmark.py,main,,57,64
demos\blog\blog.py,__init__,self,47,74
demos\blog\blog.py,maybe_create_tables,self,76,85
demos\blog\blog.py,db,self,89,91
demos\blog\blog.py,get_current_user,self,93,96
demos\blog\blog.py,any_author_exists,self,98,99
demos\blog\blog.py,get,self,103,109
demos\blog\blog.py,get,"self, slug",113,116
demos\blog\blog.py,get,self,120,123
demos\blog\blog.py,get,self,127,131
demos\blog\blog.py,get,self,135,141
demos\blog\blog.py,post,self,143,170
demos\blog\blog.py,get,self,174,175
demos\blog\blog.py,post,self,177,190
demos\blog\blog.py,get,self,194,199
demos\blog\blog.py,post,self,201,215
demos\blog\blog.py,get,self,219,221
demos\blog\blog.py,render,"self, entry",225,226
demos\blog\blog.py,main,,229,233
demos\chat\chatdemo.py,__init__,self,33,36
demos\chat\chatdemo.py,wait_for_messages,"self, cursor=None",38,54
demos\chat\chatdemo.py,cancel_wait,"self, future",56,59
demos\chat\chatdemo.py,new_messages,"self, messages",61,68
demos\chat\chatdemo.py,get,self,76,77
demos\chat\chatdemo.py,post,self,81,94
demos\chat\chatdemo.py,post,self,98,107
demos\chat\chatdemo.py,on_connection_close,self,109,110
demos\chat\chatdemo.py,main,,113,128
demos\facebook\facebook.py,__init__,self,33,51
demos\facebook\facebook.py,get_current_user,self,55,58
demos\facebook\facebook.py,get,self,62,66
demos\facebook\facebook.py,_on_stream,"self, stream",68,73
demos\facebook\facebook.py,get,self,77,92
demos\facebook\facebook.py,_on_auth,"self, user",94,98
demos\facebook\facebook.py,get,self,102,104
demos\facebook\facebook.py,render,"self, post",108,109
demos\facebook\facebook.py,main,,112,119
demos\helloworld\helloworld.py,get,self,28,29
demos\helloworld\helloworld.py,main,,32,39
demos\s3server\s3server.py,start,"port, root_directory='/tmp/s3', bucket_depth='0'",46,51
demos\s3server\s3server.py,__init__,"self, root_directory, bucket_depth='0'",61,70
demos\s3server\s3server.py,render_xml,"self, value",76,86
demos\s3server\s3server.py,_render_parts,"self, value, parts=[]",88,104
demos\s3server\s3server.py,_object_path,"self, bucket, object_name",106,115
demos\s3server\s3server.py,get,self,119,131
demos\s3server\s3server.py,get,"self, bucket_name",136,187
demos\s3server\s3server.py,put,"self, bucket_name",190,197
demos\s3server\s3server.py,delete,"self, bucket_name",199,209
demos\s3server\s3server.py,get,"self, bucket, object_name",213,227
demos\s3server\s3server.py,put,"self, bucket, object_name",229,245
demos\s3server\s3server.py,delete,"self, bucket, object_name",247,255
demos\twitter\twitterdemo.py,get_current_user,self,45,49
demos\twitter\twitterdemo.py,get,self,52,58
demos\twitter\twitterdemo.py,get,self,61,69
demos\twitter\twitterdemo.py,get,self,72,73
demos\twitter\twitterdemo.py,main,,75,90
demos\websocket\chatdemo.py,__init__,self,36,47
demos\websocket\chatdemo.py,get,self,51,52
demos\websocket\chatdemo.py,get_compression_options,self,59,61
demos\websocket\chatdemo.py,open,self,63,64
demos\websocket\chatdemo.py,on_close,self,66,67
demos\websocket\chatdemo.py,update_cache,"cls, chat",69,73
demos\websocket\chatdemo.py,send_updates,"cls, chat",75,82
demos\websocket\chatdemo.py,on_message,"self, message",84,95
demos\websocket\chatdemo.py,main,,98,102
demos\webspider\webspider.py,get_links_from_url,url,17,37
demos\webspider\webspider.py,remove_fragment,url,40,42
demos\webspider\webspider.py,get_links,html,45,58
demos\webspider\webspider.py,__init__,self,47,49
demos\webspider\webspider.py,handle_starttag,"self, tag, attrs",51,54
demos\webspider\webspider.py,main,,61,100
demos\webspider\webspider.py,fetch_url,,67,85
demos\webspider\webspider.py,worker,,87,90
maint\scripts\test_resolvers.py,main,,25,55
maint\scripts\custom_fixers\fix_future_imports.py,is_docstring,stmt,9,11
maint\scripts\custom_fixers\fix_future_imports.py,start_tree,"self, tree, filename",18,19
maint\scripts\custom_fixers\fix_future_imports.py,new_future_import,"self, old",21,29
maint\scripts\custom_fixers\fix_future_imports.py,transform,"self, node, results",31,33
maint\scripts\custom_fixers\fix_future_imports.py,finish_tree,"self, tree, filename",35,59
maint\scripts\custom_fixers\fix_unicode_literal.py,transform,"self, node, results",17,19
maint\test\appengine\common\cgi_runtests.py,all,,39,40
maint\test\appengine\common\cgi_runtests.py,main,,42,51
maint\test\cython\cythonapp_test.py,test_native_coroutine,self,9,12
maint\test\cython\cythonapp_test.py,test_decorated_coroutine,self,14,17
maint\test\cython\cythonapp_test.py,test_arg_replacer_function,self,21,27
maint\test\cython\cythonapp_test.py,test_arg_replacer_method,self,29,35
maint\test\cython\pythonmodule.py,hello,,3,6
maint\test\redbot\red_test.py,get,self,15,16
maint\test\redbot\red_test.py,get,"self, path",19,20
maint\test\redbot\red_test.py,post,self,23,25
maint\test\redbot\red_test.py,get,self,28,35
maint\test\redbot\red_test.py,get,"self, computed_etag",38,39
maint\test\redbot\red_test.py,compute_etag,self,41,42
maint\test\redbot\red_test.py,get_handlers,self,45,51
maint\test\redbot\red_test.py,get_app_kwargs,self,54,55
maint\test\redbot\red_test.py,get_allowed_warnings,self,57,64
maint\test\redbot\red_test.py,get_allowed_errors,self,67,68
maint\test\redbot\red_test.py,check_url,"self, path, method='GET', body=None, headers=None, expected_status='200', allowed_warnings=None, allowed_errors=None",70,107
maint\test\redbot\red_test.py,run_redbot,"self, url, method, body, headers",109,120
maint\test\redbot\red_test.py,work,,112,115
maint\test\redbot\red_test.py,test_hello,self,122,123
maint\test\redbot\red_test.py,test_static,self,125,131
maint\test\redbot\red_test.py,test_static_versioned_url,self,133,135
maint\test\redbot\red_test.py,test_redirect,self,137,138
maint\test\redbot\red_test.py,test_permanent_redirect,self,140,141
maint\test\redbot\red_test.py,test_404,self,143,144
maint\test\redbot\red_test.py,test_post,self,146,154
maint\test\redbot\red_test.py,test_chunked,self,156,157
maint\test\redbot\red_test.py,test_strong_etag_match,self,159,165
maint\test\redbot\red_test.py,test_multiple_strong_etag_match,self,167,173
maint\test\redbot\red_test.py,test_strong_etag_not_match,self,175,181
maint\test\redbot\red_test.py,test_multiple_strong_etag_not_match,self,183,189
maint\test\redbot\red_test.py,test_wildcard_etag,self,191,198
maint\test\redbot\red_test.py,test_weak_etag_match,self,200,206
maint\test\redbot\red_test.py,test_multiple_weak_etag_match,self,208,214
maint\test\redbot\red_test.py,test_weak_etag_not_match,self,216,222
maint\test\redbot\red_test.py,test_multiple_weak_etag_not_match,self,224,230
maint\test\redbot\red_test.py,get_app,self,233,234
maint\test\redbot\red_test.py,get_app,self,237,238
maint\test\redbot\red_test.py,get_allowed_errors,self,240,247
maint\test\websocket\client.py,run_tests,,13,36
maint\test\websocket\client.py,main,,38,43
maint\test\websocket\server.py,on_message,"self, message",11,12
maint\test\websocket\server.py,get_compression_options,self,14,15
maint\vm\windows\bootstrap.py,download_to_cache,"url, local_name=None",40,48
maint\vm\windows\bootstrap.py,main,,50,68
tornado\auth.py,_auth_future_to_callback,"callback, future",107,113
tornado\auth.py,_auth_return_future,f,116,142
tornado\auth.py,wrapper,"*args, **kwargs",125,141
tornado\auth.py,handle_exception,"typ, value, tb",133,138
tornado\auth.py,authenticate_redirect,"self, callback_uri=None, ax_attrs=['name', 'email', 'language', 'username'], callback=None",152,175
tornado\auth.py,get_authenticated_user,"self, callback, http_client=None",177,197
tornado\auth.py,_openid_args,"self, callback_uri, ax_attrs=[], oauth_scope=None",199,245
tornado\auth.py,_on_authentication_verified,"self, future, response",247,305
tornado\auth.py,get_ax_arg,uri,262,274
tornado\auth.py,get_auth_http_client,self,307,313
tornado\auth.py,authorize_redirect,"self, callback_uri=None, extra_params=None, http_client=None, callback=None",332,377
tornado\auth.py,get_authenticated_user,"self, callback, http_client=None",379,411
tornado\auth.py,_oauth_request_token_url,"self, callback_uri=None, extra_params=None",413,436
tornado\auth.py,_on_request_token,"self, authorize_url, callback_uri, callback, response",438,455
tornado\auth.py,_oauth_access_token_url,"self, request_token",457,479
tornado\auth.py,_on_access_token,"self, future, response",481,488
tornado\auth.py,_oauth_consumer_token,self,490,495
tornado\auth.py,_oauth_get_user_future,"self, access_token, callback",497,515
tornado\auth.py,_oauth_get_user,"self, access_token, callback",517,518
