file,method,startlineno,endlineno,issue_commit,issue_author,issue_date,issue_title,issue_faultID,changed_commits,practice_lineno,practice_kind,practice_info
src\ralph\admin\tests\tests_autocomplete.py,test_or,24,32,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",26,assignment," Incompatible types in assignment (expression has type ""Type[RalphUser]"", variable has type ""None"")"
src\ralph\admin\tests\tests_autocomplete.py,test_or_empty,34,42,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",36,assignment," Incompatible types in assignment (expression has type ""Type[RalphUser]"", variable has type ""None"")"
src\ralph\admin\tests\tests_autocomplete.py,test_not_or,44,52,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",46,assignment," Incompatible types in assignment (expression has type ""Type[Region]"", variable has type ""None"")"
src\ralph\admin\tests\tests_autocomplete.py,test_not_or_empty,54,62,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",56,assignment," Incompatible types in assignment (expression has type ""Type[Region]"", variable has type ""None"")"
src\ralph\admin\tests\tests_functional.py,test_extra_list_view_via_class_attr,64,77,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",69,assignment," Incompatible types in assignment (expression has type ""List[type]"", base class ""RalphAdminMixin"" defined the type as ""None"")"
src\ralph\admin\tests\tests_functional.py,test_extra_change_view_via_class_attr,80,95,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",87,assignment," Incompatible types in assignment (expression has type ""List[type]"", base class ""RalphAdminMixin"" defined the type as ""None"")"
src\ralph\admin\tests\tests_functional.py,test_visit_extra_list_view,98,109,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",103,assignment," Incompatible types in assignment (expression has type ""List[type]"", base class ""RalphAdminMixin"" defined the type as ""None"")"
src\ralph\admin\tests\tests_functional.py,test_visit_extra_detail_view,111,125,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",118,assignment," Incompatible types in assignment (expression has type ""List[type]"", base class ""RalphAdminMixin"" defined the type as ""None"")"
src\ralph\admin\tests\tests_functional.py,test_many_tabs_link,187,209,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",198,assignment," Incompatible types in assignment (expression has type ""List[Any]"", base class ""RalphAdminMixin"" defined the type as ""None"")"
src\ralph\data_center\tests\test_forms.py,test_validate_one_management,14,32,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",16,assignment," Incompatible types in assignment (expression has type ""Dict[str, bool]"", variable has type ""None"")"
src\ralph\data_center\tests\test_forms.py,test_validate_one_management,14,32,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",21,assignment," Incompatible types in assignment (expression has type ""Dict[str, bool]"", variable has type ""None"")"
src\ralph\data_center\tests\test_forms.py,test_validate_not_management,34,49,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",36,assignment," Incompatible types in assignment (expression has type ""Dict[str, bool]"", variable has type ""None"")"
src\ralph\data_center\tests\test_forms.py,test_validate_not_management,34,49,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",41,assignment," Incompatible types in assignment (expression has type ""Dict[str, bool]"", variable has type ""None"")"
src\ralph\accounts\admin.py,_simplify_permissions,42,63,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",49,reference,ct,"str,tuple"
src\ralph\accounts\admin.py,_simplify_permissions,42,63,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",50,reference,ct,"str,tuple"
src\ralph\accounts\admin.py,_simplify_permissions,42,63,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",49,reference,ct,"str,tuple"
src\ralph\accounts\admin.py,_simplify_permissions,42,63,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",54,reference,value,"str,tuple"
src\ralph\accounts\admin.py,_simplify_permissions,42,63,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",55,reference,value,"str,tuple"
src\ralph\accounts\management\commands\ldap_sync.py,_get_users,161,169,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",169,reference,query,"str,tuple"
src\ralph\admin\templatetags\admin_change_list.py,admin_paginator_number,11,27,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",19,reference,DOTS,"str,int"
src\ralph\data_center\models\networks.py,get_ip_usage_aggregated,394,440,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",424,reference,range_type,"str,int"
src\ralph\reports\views.py,prepare,376,453,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",429,reference,fill_empty_assets,"list,int"
src\ralph\reports\views.py,prepare,376,453,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",429,reference,fill_empty_licences,"list,int"
src\ralph\reports\views.py,prepare,376,453,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",430,reference,row,"list,list,int"
src\ralph\reports\views.py,prepare,376,453,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",444,reference,fill_empty_licences,"list,int"
src\ralph\reports\views.py,prepare,376,453,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",452,reference,fill_empty_assets,"list,int"
src\ralph\accounts\admin.py,_ldap_groups,246,252,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",248,getattr
src\ralph\accounts\admin.py,_ldap_groups,246,252,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",251,getattr
src\ralph\accounts\ldap.py,mirror_groups,25,61,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",32,getattr
src\ralph\accounts\ldap.py,mirror_groups,25,61,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",35,getattr
src\ralph\accounts\ldap.py,mirror_groups,25,61,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",37,getattr
src\ralph\accounts\models.py,save,168,175,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",171,getattr
src\ralph\accounts\views.py,get_links,61,74,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",63,getattr
src\ralph\accounts\management\commands\ldap_sync.py,__init__,58,84,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",66,getattr
src\ralph\accounts\management\commands\ldap_sync.py,__init__,58,84,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",69,getattr
src\ralph\accounts\management\commands\ldap_sync.py,_load_backend,171,177,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",177,getattr
src\ralph\admin\autocomplete.py,autocomplete_tooltip,35,47,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",42,getattr
src\ralph\admin\autocomplete.py,get,56,76,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",69,getattr
src\ralph\admin\autocomplete.py,get,56,76,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",73,getattr
src\ralph\admin\autocomplete.py,get_query_filters,136,165,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",148,getattr
src\ralph\admin\autocomplete.py,get_base_ids,167,185,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",175,getattr
src\ralph\admin\autocomplete.py,get_queryset,187,222,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",189,getattr
src\ralph\admin\autocomplete.py,get_queryset,187,222,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",194,getattr
src\ralph\admin\filters.py,_get_level_indicator,358,364,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",363,getattr
src\ralph\admin\filters.py,register_custom_filters,404,441,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",429,getattr
src\ralph\admin\helpers.py,get_value_by_relation_path,43,52,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",51,getattr
src\ralph\admin\helpers.py,getattr_dunder,55,63,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",60,getattr
src\ralph\admin\mixins.py,get_actions,189,200,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",199,delsubscript
src\ralph\admin\mixins.py,get_queryset,270,273,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",272,getattr
src\ralph\admin\sites.py,get_urls,31,49,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",43,getattr
src\ralph\admin\widgets.py,render,158,280,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",194,getattr
src\ralph\admin\widgets.py,render,158,280,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",203,getattr
src\ralph\admin\widgets.py,render,158,280,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",262,getattr
src\ralph\admin\views\extra.py,post_register,27,40,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",30,getattr
src\ralph\admin\views\main.py,get_filters_params,16,21,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",20,delsubscript
src\ralph\admin\views\main.py,get_ordering_from_related_model_admin,23,42,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",28,getattr
src\ralph\admin\views\main.py,get_queryset,57,61,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",60,getattr
src\ralph\api\serializers.py,__new__,95,102,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",96,getattr
src\ralph\api\serializers.py,__new__,227,236,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",230,getattr
src\ralph\api\serializers.py,__new__,227,236,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",232,getattr
src\ralph\api\serializers.py,__new__,227,236,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",233,getattr
src\ralph\api\utils.py,__init__,18,34,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",26,getattr
src\ralph\api\viewsets.py,_set_admin_search_fields,32,48,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",34,getattr
src\ralph\api\viewsets.py,__new__,110,116,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",113,getattr
src\ralph\assets\_migration_helpers.py,baseobject_migration,10,77,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",35,getattr
src\ralph\assets\models\assets.py,_get_layout_class,168,170,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",170,getattr
src\ralph\assets\models\assets.py,save,416,426,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",422,getattr
src\ralph\back_office\models.py,_is_field_in_transition_actions,63,70,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",68,getattr
src\ralph\back_office\models.py,autocomplete_if_release_report,91,114,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",109,getattr
src\ralph\back_office\models.py,hostname_assigning,510,525,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",515,getattr
src\ralph\data_center\admin.py,get_multiadd_fields,170,177,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",175,getattr
src\ralph\data_importer\mixins.py,get_or_init_instance,14,21,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",16,getattr
src\ralph\data_importer\mixins.py,export_field,33,48,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",47,getattr
src\ralph\data_importer\management\commands\importer.py,get_resource,24,34,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",27,getattr
src\ralph\lib\api\utils.py,determine_metadata,9,16,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",11,getattr
src\ralph\lib\api\utils.py,determine_metadata,9,16,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",13,getattr
src\ralph\lib\api\utils.py,get_field_info,18,26,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",24,delsubscript
src\ralph\lib\external_services\conf.py,get_redis_connection_params,4,6,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",5,getattr
src\ralph\lib\permissions\api.py,_get_read_only_fields,79,90,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",84,getattr
src\ralph\lib\permissions\api.py,_check_model_permissions,194,211,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",203,getattr
src\ralph\lib\permissions\models.py,__call__,58,69,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",67,getattr
src\ralph\lib\permissions\models.py,__new__,121,141,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",130,getattr
src\ralph\lib\permissions\models.py,_init_blacklist,143,150,,,,,,"03979d368f885d566822ca101fb23ad17e2b573d, ed8f859e1679ba68b0db4b0e2b374913136f54f5, fe4402c0984d0bc9c8e5287436405a58d55d0309, da09c436a0c7724f5486ab8911dd959609d5010b",144,getattr
