file,method,params,startlineno,endlineno
setup.py,read,fname,10,11
src\ralph\apps.py,ready,self,10,21
src\ralph\helpers.py,add_request_to_form,"form_class, request",4,6
src\ralph\helpers.py,get_model_view_url_name,"model, view_name, with_admin_namespace=True",9,19
src\ralph\helpers.py,generate_pdf_response,"pdf_data, file_name",22,34
src\ralph\__init__.py,monkey_options_init,"self, meta, app_label",7,9
src\ralph\__main__.py,main,"settings_module='ralph.settings', force=False",6,14
src\ralph\__main__.py,dev,,17,18
src\ralph\__main__.py,test,,21,25
src\ralph\__main__.py,prod,,28,29
src\ralph\accounts\admin.py,_simplify_permissions,"self, queryset",42,63
src\ralph\accounts\admin.py,__init__,"self, *args, **kwargs",69,73
src\ralph\accounts\admin.py,url,"self, item",78,84
src\ralph\accounts\admin.py,user_licence,"self, item",88,104
src\ralph\accounts\admin.py,report_failure,"self, item",106,115
src\ralph\accounts\admin.py,url,"self, item",121,127
src\ralph\accounts\admin.py,get_user,self,135,138
src\ralph\accounts\admin.py,get_asset_queryset,self,140,143
src\ralph\accounts\admin.py,get_licence_queryset,self,145,148
src\ralph\accounts\admin.py,get_context_data,"self, **kwargs",150,165
src\ralph\accounts\admin.py,get_user,self,174,175
src\ralph\accounts\admin.py,get_context_data,"self, **kwargs",184,191
src\ralph\accounts\admin.py,get_queryset,"self, *args, **kwargs",232,234
src\ralph\accounts\admin.py,_ldap_groups,self,246,252
src\ralph\accounts\admin.py,ldap_mapping,"self, obj",254,255
src\ralph\accounts\admin.py,users_list,"self, obj",258,265
src\ralph\accounts\admin.py,formfield_for_manytomany,"self, db_field, request=None, **kwargs",269,276
src\ralph\accounts\ldap.py,staff_superuser_populate,"sender, user, ldap_user, **kwargs",16,22
src\ralph\accounts\ldap.py,mirror_groups,self,25,61
src\ralph\accounts\ldap.py,manager_country_attribute_populate,"sender, user, ldap_user, **kwargs",67,93
src\ralph\accounts\ldap.py,_get_group,"self, group_dn, ldap_user, group_search",99,104
src\ralph\accounts\ldap.py,user_groups,"self, ldap_user, group_search",106,122
src\ralph\accounts\ldap.py,group_name_from_info,"self, group_info",124,136
src\ralph\accounts\models.py,has_region,user,21,26
src\ralph\accounts\models.py,object_has_region,user,41,46
src\ralph\accounts\models.py,__str__,self,141,145
src\ralph\accounts\models.py,api_token_key,self,147,152
src\ralph\accounts\models.py,regions_ids,self,154,162
src\ralph\accounts\models.py,has_any_perms,"self, perms, obj=None",165,166
src\ralph\accounts\models.py,save,"self, *args, **kwargs",168,175
src\ralph\accounts\models.py,autocomplete_str,self,177,179
src\ralph\accounts\models.py,create_auth_token,"sender, instance=None, created=False, **kwargs",182,188
src\ralph\accounts\views.py,user_licence,"self, item",15,28
src\ralph\accounts\views.py,get_context_data,"self, **kwargs",34,59
src\ralph\accounts\views.py,get_links,self,61,74
src\ralph\accounts\views.py,get_user,self,76,77
src\ralph\accounts\management\commands\ldap_sync.py,_truncate,"field_key, field_name, ldap_dict",24,32
src\ralph\accounts\management\commands\ldap_sync.py,__init__,self,37,42
src\ralph\accounts\management\commands\ldap_sync.py,__enter__,self,45,46
src\ralph\accounts\management\commands\ldap_sync.py,__exit__,"self, type, value, traceback",48,49
src\ralph\accounts\management\commands\ldap_sync.py,__init__,"self, backend",58,84
src\ralph\accounts\management\commands\ldap_sync.py,get_group_from_db,"self, name",87,89
src\ralph\accounts\management\commands\ldap_sync.py,handle,"self, user",91,103
src\ralph\accounts\management\commands\ldap_sync.py,_create_or_update_user,"self, user_dn, ldap_dict",111,116
src\ralph\accounts\management\commands\ldap_sync.py,_disconnect,self,118,119
src\ralph\accounts\management\commands\ldap_sync.py,_run_ldap_query,"self, query",121,159
src\ralph\accounts\management\commands\ldap_sync.py,_get_users,self,161,169
src\ralph\accounts\management\commands\ldap_sync.py,_load_backend,self,171,177
src\ralph\accounts\management\commands\ldap_sync.py,check_settings_existence,self,179,194
src\ralph\accounts\management\commands\ldap_sync.py,handle,"self, *args, **kwargs",196,207
src\ralph\accounts\management\commands\ldap_sync.py,populate_users,self,209,217
src\ralph\accounts\tests\tests.py,test_long_surname_is_truncated,self,26,33
src\ralph\accounts\tests\tests.py,test_short_surname_stays_unmodified,self,36,40
src\ralph\accounts\tests\tests.py,test_truncate_works_when_no_sn,self,42,44
src\ralph\accounts\tests\tests.py,_get_mocked_ldap_user,"self, attrs",50,55
src\ralph\accounts\tests\tests.py,attrs,self,52,54
src\ralph\accounts\tests\tests.py,test_manager_country_attribute_populate_country,self,57,68
src\ralph\accounts\tests\tests.py,test_manager_country_attribute_populate_unicode_in_manager,self,70,86
src\ralph\accounts\tests\tests.py,test_get_user_list,self,90,94
src\ralph\accounts\tests\tests.py,test_get_user_details,self,96,117
src\ralph\accounts\tests\tests.py,test_create_user_should_raise_method_not_allowed,self,120,129
src\ralph\accounts\tests\tests.py,test_patch_user,self,132,145
src\ralph\accounts\tests\tests.py,test_patch_user_when_user_is_not_superuser_should_raise_forbidden,self,147,157
src\ralph\admin\apps.py,ready,self,12,13
src\ralph\admin\autocomplete.py,render_to_json_response,"self, context, **response_kwargs",24,28
src\ralph\admin\autocomplete.py,autocomplete_tooltip,self,35,47
src\ralph\admin\autocomplete.py,get,"self, request, *args, **kwargs",56,76
src\ralph\admin\autocomplete.py,get_autocomplete_queryset,self,83,84
src\ralph\admin\autocomplete.py,get_urls,self,86,116
src\ralph\admin\autocomplete.py,dispatch,"self, request, *args, **kwargs",93,97
src\ralph\admin\autocomplete.py,get_queryset,"self, user",99,105
src\ralph\admin\autocomplete.py,dispatch,"self, request, *args, **kwargs",123,134
src\ralph\admin\autocomplete.py,get_query_filters,"self, queryset, query, search_fields",136,165
src\ralph\admin\autocomplete.py,get_base_ids,"self, model, value",167,185
src\ralph\admin\autocomplete.py,get_queryset,"self, user",187,222
src\ralph\admin\decorators.py,__init__,"self, target_model",23,26
src\ralph\admin\decorators.py,__call__,"self, view",28,46
src\ralph\admin\fields.py,__init__,"self, allow_duplicates=True, *args, **kwargs",21,23
src\ralph\admin\fields.py,validate,"self, values",25,39
src\ralph\admin\fields.py,to_python,"self, value",41,47
src\ralph\admin\fields.py,to_python,"self, value",52,57
src\ralph\admin\fields.py,equal_count_validator,"self, cleaned_data",80,96
src\ralph\admin\fields.py,any_in_multivalues_validator,"self, data",98,123
src\ralph\admin\fields.py,rows_of_required,,103,110
src\ralph\admin\fields.py,check_field_uniqueness,"self, model, field_name, values",125,147
src\ralph\admin\fields.py,check_uniqness,"self, data",149,160
src\ralph\admin\fields.py,extend_empty_fields_at_the_end,"self, data",162,184
src\ralph\admin\fields.py,clean,self,186,192
src\ralph\admin\filters.py,date_format_to_human,value,26,45
src\ralph\admin\filters.py,__init__,"self, field, request, params, model, model_admin, field_path",52,67
src\ralph\admin\filters.py,value,self,70,76
src\ralph\admin\filters.py,has_output,self,78,79
src\ralph\admin\filters.py,lookups,"self, request, model_admin",81,82
src\ralph\admin\filters.py,expected_parameters,self,84,85
src\ralph\admin\filters.py,choices_list,self,95,97
src\ralph\admin\filters.py,choices_list,"self, value",99,101
src\ralph\admin\filters.py,choices,"self, cl",103,116
src\ralph\admin\filters.py,queryset,"self, request, queryset",119,121
src\ralph\admin\filters.py,__init__,"self, field, request, params, model, model_admin, field_path",138,151
src\ralph\admin\filters.py,expected_parameters,self,153,154
src\ralph\admin\filters.py,value,self,156,159
src\ralph\admin\filters.py,queryset,"self, request, queryset",162,185
src\ralph\admin\filters.py,choices,"self, cl",187,195
src\ralph\admin\filters.py,queryset,"self, request, queryset",206,217
src\ralph\admin\filters.py,choices,"self, cl",219,231
src\ralph\admin\filters.py,queryset,"self, request, queryset",241,248
src\ralph\admin\filters.py,choices,"self, cl",250,253
src\ralph\admin\filters.py,label_for_instance,"self, obj",262,263
src\ralph\admin\filters.py,choices_list,self,265,269
src\ralph\admin\filters.py,__init__,"self, field, request, params, model, model_admin, field_path",279,281
src\ralph\admin\filters.py,queryset,"self, request, queryset",283,292
src\ralph\admin\filters.py,get_related_url,self,294,298
src\ralph\admin\filters.py,choices,"self, cl",302,346
src\ralph\admin\filters.py,__init__,"self, field, request, params, model, model_admin, field_path",354,356
src\ralph\admin\filters.py,_get_level_indicator,"self, obj",358,364
src\ralph\admin\filters.py,label_for_instance,"self, obj",366,369
src\ralph\admin\filters.py,__init__,"self, request, params, model, model_admin",379,381
src\ralph\admin\filters.py,lookups,"self, request, model_admin",383,385
src\ralph\admin\filters.py,choices,"self, cl",388,391
src\ralph\admin\filters.py,queryset,"self, request, queryset",394,401
src\ralph\admin\filters.py,register_custom_filters,,404,441
src\ralph\admin\helpers.py,get_admin_url,"obj, action",7,12
src\ralph\admin\helpers.py,get_field_by_relation_path,"model, field_path",16,25
src\ralph\admin\helpers.py,get_field_title_by_relation_path,"model, field_path",28,40
src\ralph\admin\helpers.py,get_value_by_relation_path,"obj, field_path",43,52
src\ralph\admin\helpers.py,getattr_dunder,"obj, attr",55,63
src\ralph\admin\mixins.py,get_inline_media,,35,41
src\ralph\admin\mixins.py,__init__,"self, *args, **kwargs",48,50
src\ralph\admin\mixins.py,formfield_for_foreignkey,"self, db_field, request=None, **kwargs",52,64
src\ralph\admin\mixins.py,_check_form,"self, cls, model",76,91
src\ralph\admin\mixins.py,__init__,"self, *args, **kwargs",111,117
src\ralph\admin\mixins.py,get_form,"self, request, obj=None, **kwargs",119,124
src\ralph\admin\mixins.py,has_view_permission,"self, request, obj=None",126,129
src\ralph\admin\mixins.py,has_change_permission,"self, request, obj=None",131,135
src\ralph\admin\mixins.py,get_changelist,"self, request, **kwargs",137,139
src\ralph\admin\mixins.py,get_list_display_links,"self, request, list_display",141,145
src\ralph\admin\mixins.py,_initialize_search_form,"self, extra_context",147,156
src\ralph\admin\mixins.py,changelist_view,"self, request, extra_context=None",160,186
src\ralph\admin\mixins.py,get_actions,"self, request",189,200
src\ralph\admin\mixins.py,changeform_view,"self, request, object_id=None, form_url='', extra_context=None",202,216
src\ralph\admin\mixins.py,formfield_for_manytomany,"self, db_field, request=None, **kwargs",219,223
src\ralph\admin\mixins.py,get_changelist_form,"self, request, **kwargs",225,241
src\ralph\admin\mixins.py,_add_recovery_to_extra_context,"self, extra_context",243,246
src\ralph\admin\mixins.py,revision_view,"self, request, object_id, version_id, extra_context=None",248,253
src\ralph\admin\mixins.py,get_list_display,"self, request",256,268
